key,value,translation,description,,
border_type,*,,"Чтобы различать типы границы, где admin_level не достаточно. Используется по-разному, например, в морских условиях",,
fire_boundary,yes,,Границы районов выезда пожарных частей в рамках проекта Karta01,,
boundary,user defined,,All commonly used values according to Taginfo,,
admin_level,Number,,"Applies to boundary=administrative and is usually in the range 1 to 10, except for Germany where it might be 11 – see  boundary.",,
sport,9pin,,9-кегельный боулинг,,
sport,10pin,,10-кегельный боулинг (обычный),,
sport,american_football,,"Американский футбол, он же регби. Тег был введён в июне 2010 года для предотвращения запутывания тегом sport=football",,
sport,aikido,,Айкидо,,
sport,archery,,Стрельбы из лука,,
sport,athletics,,"Лёгкая атлетика, набор спортивных дисциплин, включающий бег, метание, прыжки",,
sport,australian_football,,Австралийский футбол,,
sport,base,,"Бэйсджампинг. Экстремальный вид спорта, в котором используется специальный парашют для прыжков с фиксированных объектов.",,
sport,badminton,,Бадминтон. Игра заключается в перекидывании через сетку волана. Играют 1:1 или 2:2.,,
sport,bandy,,"Bandy is a team winter sport played on ice, in which skaters use sticks to direct a ball into the opposing team's goal. The sport has common background with association football, ice hockey and field hockey. The bandy field is about the same size as a football pitch. It is played on ice like ice hockey.Useful combination: leisure=pitch;stadium;sports_centre, surface=*See Also: sport=ice_hockey;soccer;field_hockey",,
sport,baseball,,Бейсбол,,
sport,basketball,,Баскетбол,,
sport,beachvolleyball,,Пляжный волейбол,,
sport,billiards,,"Cue sports, also known as billiard sports, are a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.Useful combination: leisure=bowling_alley, amenity=bar;pub;restaurantSee Also: sport=darts;10pin;horseshoes",,
sport,bmx,,"BMX or Bicycle motocross is a cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.Useful combination: leisure=track;pitch;sports_centre, surface=earth, length=*, lanes=*, surface=*See Also: sport=cycling",,
sport,bobsleigh,,"Bobsleigh, Luge, or Bobslede is a winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled.Useful combination: leisure=track;sports_centre, surface=*See Also: sport=toboggan, Piste Maps, OpenPisteMap, Winter sports",,
sport,boules,,wikipedia:en:Boules (бул) Французская игра металлическими шарами. Похожа на Bowls,,
sport,bowls,,"Боулз или игра в шары. На траве, подобна боулингу",,
sport,boxing,,Бокс (олимпийский вид спорта),,
sport,canadian_football,,Канадский футбол,,
sport,canoe,,Плавание на байдарках и каяках,,
sport,chess,,Шахматы: большие стационарные шахматные доски на открытом воздухе,,
sport,cliff_diving,,"Non-competitive diving is jumping from a cliff or a rock into water. Such non-competitive diving can occur indoors and outdoors.  Outdoor diving typically takes place from cliffs or other rock formations either into fresh or salt water.  However, man-made diving platforms are sometimes constructed in popular swimming destinations.  Outdoor diving requires knowledge of the water depth and currents as conditions can be dangerous.Useful combination: natural=cliff, height=*, depth=*, tidal=*, surface=*, note=*See Also: sport=climbing;swimming",,
sport,climbing,,"Скалолазание: искусственные, либо ествественные стенки для лазания",,
sport,climbing_adventure,,"Climbing Adventure often called ""Adventure Park"", ""Ropes Courses"", ""Climbing Adventure"", ""Zip-line"", or ""Treetop Adventure"", can be used for the recreational sport when people get mountain hiking accessories and try to climb, walk or otherwise move on prebuilt wires and other objects high above on the trees using continuous safety measures. These are usually open for everyone including kids and do not require special abilities apart from good physical condition.Useful combination: landuse=recreation_ground, leisure=sports_centreSee Also: sport=climbing",,
sport,cockfighting,,"Cockfighting is a common spectator sport in many countries between two roosters (cocks), held in a ring called a cockpit.Useful combination: leisure=pitch for informal rings.",,
sport,cricket,,Крикет,,
sport,cricket_nets,,Сетки для тренировки в крикет,,
sport,croquet,,Крокет,,
sport,curling,,"Curling is a sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings. It is related to bowls, boules and shuffleboard. Indicating that curling is the sport the facility is intended for.Useful combination: leisure=pitch;stadium;sports_centreSee Also: sport=ice_stock;bowls;boules, surface=*",,
sport,cycling,,Велосипедный спорт,,
sport,darts,,"Darts is a form of throwing game in which small missiles are thrown at a circular target (dartboard) fixed to a wall.Useful combination: amenity=bar;pub;restaurant, leisure=bowling_alleySee Also: sport=billiards;10pin;horseshoes",,
sport,diving,,Прыжки в воду. Подводное плавание отмечают sport=scuba_diving,,
sport,dog_racing,,Собачьи бега,,
sport,equestrian,,"Верховая езда: обычно обозначает выездку и конкур, но также включает зрелищные дисциплины, разнообразные игры и состязания. Места для скачек следует отмечать как sport=horse_racing",,
sport,fencing,,Фехтование,,
sport,field_hockey,,"Field hockey is a team sport of the hockey family. Players use sticks made out of wood or fiber glass to hit a round, hard, rubber like ball. The game can be played on a grass field or a turf field as well as an indoor board surface.Useful combination: leisure=pitch;sports_centre;stadiumSee Also: sport=ice_hockey;ice_skating",,
sport,football,,"Не рекомендуется к использованию, так как может обозначать различные виды: футбол, регби, австралийский футбол. Для обозначения футбола использовать sport=soccer.",,
sport,free_flying,,"Параглайдинг, дельтаплан/...место для взлёта, приземления и т.п. и соответствующие услуги и имущество",,
sport,gaelic_games,,"Гэльские игры, такие как хёрлинг, гэльский футбол, камоги, в которые в основном играют в Ирландии. Об обозначении отдельных игр из этой категории смотрите страницу этого тега.",,
sport,golf,,Гольф,,
sport,gymnastics,,Гимнастика,,
sport,handball,,Handball,,
sport,hapkido,,"Hapkido is a dynamic and highly eclectic Korean martial art. It is a form of self-defense that employs joint locks, grappling and throwing techniques of other martial arts, as well as kicks, punches, and other striking attacks.Useful combination: amenity=dojoSee Also: sport=aikido;judo;taekwondo",,
sport,hockey,,Хоккей,,
sport,horseshoes,,Игра в набрасывание лошадиных подков на колья. См. wikipedia:en:Horseshoes,,
sport,horse_racing,,Лошадиные скачки,,
sport,ice_hockey,,Ice Hockey is a team sport played on ice in which two teams of skaters use sticks to shoot a hard rubber hockey puck into their opponent's net to score points.Useful combination: leisure=ice_rink;stadium;sports_centreSee Also: sport=field_hockey;ice_skating,,
sport,ice_skating,,Ice skating is a sport or pastime by moving on ice while using ice skates.Useful combination: leisure=ice_rink;sports_centre;pitchSee Also: sport=ice_hockey;roller_skatingThe disambiguous sport=skating tag is sometimes confused with this one.,,
sport,ice_stock,,Айсшток. Используйте с: leisure=pitch.,,
sport,judo,,Дзюдо (олимпийский вид спорта),,
sport,karting,,"Картинг. При использовании вместе с highway=raceway добавляйте также area=no, иначе трасса не отрисовывается.",,
sport,kitesurfing,,Кайтсёрфинг (сёрфинг с воздушным змеем). Смотрите Кайтсёрфинг в Википедии,,
sport,korfball,,Корфбол,,
sport,model_aerodrome,,Radio-controlled aircraft,,
sport,motocross,,Motocross is a form of motorcycle racing held on enclosed off-road circuits.See also sport=motor;karting,,
sport,motor,,Автомотоспорт,,
sport,multi,,Универсальные спортплощадки,,
sport,obstacle_course,,(Полоса препятствий). Ряд физических препятствий для индивидуального или командного прохождения (обычно с учётом времени).,,
sport,orienteering,,Спортивное ориентирование,,
sport,paddle_tennis,,Настольный теннис (см. также sport=table_tennis,,
sport,paragliding,,Парапланеризм.,,
sport,pelota,,Пелота (прообраз современного сквоша),,
sport,racquet,,"Игры с ракетками: бадминтон, сквош. Теннис отдельно: sport=tennis",,
sport,rc_car,,Radio-controlled car,,
sport,roller_skating,,Roller skating is a sport or recreational activity by travelling on surfaces with roller skates.See Also: sport=ice_skating;skateboard;field_hockeyThe disambiguous sport=skating tag is sometimes confused with this one.,,
sport,rowing,,Академическая гребля,,
sport,rugby_league,,"Регби-лиг или регби-13. Одна из двух разновидностей регби, ответвившаяся от регби-юнион в 1895 году с последующим изменением правил",,
sport,rugby_union,,"Регби-юнион (или регби-15, или просто регби),  командный контактный вид спорта, появившийся в Англии в начале XIX века.",,
sport,running,,Бег,,
sport,safety_training,,Safety Training. To ensure that people are aware of their surrounding hazards and can respond appropriately in an emergency.,,
sport,sailing,,Sailing,,
sport,scuba_diving,,"Подводное плавание, дайвинг.",,
sport,shooting,,Стрельба,,
sport,skating,,"Бег на коньках, катание на коньках",,
sport,skateboard,,Скейтборд,,
sport,skiing,,"Бег на лыжах, горные лыжи, сноуборд",,
sport,soccer,,Традиционный футбол (соккер). Использовать вместо sport=football воизбежание путаницы с другими разновидностями,,
sport,surfing,,Сёрфинг,,
sport,swimming,,Плавание,,
sport,table_tennis,,Смотри Настольный теннис в Wikipedia,,
sport,table_soccer,,"Table Soccer or Table Football, also known as Foosball, Fussball, Kicker, or Tecball, is a table-top game and sport based off association football (soccer).Useful combination: amenity=pub;bar;restaurantSee Also: sport=soccer;table_tennis;billiards, leisure=amusement_arcade;adult_gaming_centre, club=table_soccer",,
sport,taekwondo,,Таэквондо (олимпийский вид спорта),,
sport,team_handball,,Смотри Гандбол в Wikipedia,,
sport,tennis,,Смотри Теннис в Wikipedia,,
sport,toboggan,,"Toboggan. public sledding run; see also Piste Maps (piste:type=sled, piste:difficulty=advanced, piste:lit=yes)",,
sport,volleyball,,Смотри Воллейбол в Wikipedia,,
sport,water_ski,,Водные лыжи,,
sport,weightlifting,,Тяжёлая атлетика (олимпийский вид спорта),,
sport,wrestling,,Борьба (олимпийский вид спорта),,
sport,user defined,,All commonly used values according to Taginfo,,
abutters,commercial,,Деловые,,
abutters,industrial,,Промышленные,,
abutters,mixed,,Смешанные,,
abutters,residential,,Жилые,,
abutters,retail,,Торговые,,
abutters,user defined,,All commonly used values according to Taginfo,,
area,yes,,"Отрисовывает замкнутый контур сплошным цветом. Используется с линейными тегами для обозначения того, что объект занимает всю область.",,
bridge,yes / aqueduct / viaduct / cantilever / movable / covered / …,,Мост.  Необходимо также указать layer = 1 для указания уровня.(Пример использования),,
covered,yes,,"Данный тег используется чтобы обозначить, что точка линия или полигон лежат под другим объектом, чаще всего зданием, когда использование слоев является неуместным.",,
crossing,no / traffic_signals / uncontrolled / island / unmarked / unknown,,Further refinement for nodes already tagged with highway=crossing or railway=crossing,,
cutting,yes,,"Выемка. Место, где для дороги убрали/отрезали какую то часть ландшафта. Терраморфинг. :) Source",,
disused,yes,,"Используется для обозначения приметных, вышедших из употребления (заброшенных) объектов, которые можно использовать для ориентирования на местности",,
drive_through,yes / no,,"Используется для указания, что аптека, банк, банкомат, ресторан быстрого питания или почтовый ящик обеспечивает возможность обслуживания не выходя из машины (drive through).",,
drive_in,yes / no,,"Используется для указания, что кинотеатр или ресторан предоставляют свои услуги без необходимости выхода из машины. Обратите внимание, что drive_in — это не то же самое, что drive_thru: посетитель паркует машину, а не просто ненадолго подъезжает к окошку обслуживания.",,
electrified,contact_line / rail,,Indicates infrastructure to supply vehicles with electricity on rail tracks,,
ele,Number,,Высота над уровнем моря (в метрах),,
embankment,yes,,Насыпь.  Source,,
end_date,Date,,Дата конца действия данного элемента.,,
est_width,Number,,Предполагаемая ширина в метрах.,,
fire_object:type,poo / szo,,Potentially dangerous and socially significant objects,,
fire_operator,Name,,"Пожарная часть, которая обслуживает.",,
fire_rank,1bis / 2 to 5,,"Rank fire, defined for a particular object",,
frequency,Number,,Frequency in Hz,,
inscription,User Defined,,"Полный текст надписи на памятнике, мемориальной доске, табличке, сооружении и т.п.",,
internet_access,yes / wired / wlan / terminal / no,,"Тег для указания, что объект карты (здание, магазин, ресторан и т.п.) предоставляет доступ к интернету для публики, за деньги или бесплатно.",,
layer,-5 to 5,,"Признак, уровень расположения объекта. От -5 до 5. По умолчанию - ""0"" - на земле; layer 1 (не +1!) : выше земли; layer=-1 : под землей",,
leaf_cycle,bevergreen / deciduous / semi_evergreen / semi_deciduous / mixed,,Describes the phenology of leaves,,
leaf_type,broadleaved / needleleaved / mixed / leafless,,Describes the type of leaves,,
narrow,yes,,"Относительное указание, что линия (водный путь, дорога, велосипедная дорожка) сужается.",,
nudism,yes / obligatory / no / customary / permissive,,Indicates if the described object provides the possibility of nudism,,
opening_hours,24/7 or mo md hh:mm-hh:mm. (read described syntax),,"указывают время, в которое открыт доступ к объекту или время работы объекта",,
operator,User Defined,,"Указывает компанию, которая ответственна за данный объект  к примеру: operator=""имя_компании""",,
tactile_paving,yes /no,,Indicate if a specific place can be detected or followed with a blindman's stick.,,
start_date,Date,,Дата начала действия данного элемента.,,
TMC:LocationCode,see description,,An identifier in electronic traffic-messages.,,
tunnel,yes,,"Тоннель.Необходимо также указать layer = -1.Возможно добавление maxheight=""3,5m"" ограничение по высоте  maxwidth=""2,5m"" ограничение по ширине (Пример использования)",,
toilets:wheelchair,yes / no,,"Указывает, имеется ли в данном месте туалет с возможностью въезда на инвалидных колясках.",,
wheelchair,yes / no / limited,,Доступ для инвалидных колясок,,
width,Number,,Ширина данного (в метрах).,,
wood,coniferous / deciduous / mixed,,"Applies to landuse=forest and natural=wood detailing the sort of trees found within each landuse. Makes most sense when applied to areas. Be careful : this tag is now deprecated, please use instead leaf_cycle=*",,
access,agricultural / delivery / designated / destination / forestry / no / official / permissive / private / unknown / yes,,"Общий запрет по доступу.

 access=yes — доступ обозначенным транспортным средствам и категориям разрешён.

 access=designated — доступ предписан (предназначен) или предпочтителен для обозначенных транспортных средств или категорий, но не является единственным назначением. Часто объект отмечен соответствующим знаком.

 access=official — объект предназначен только для обозначенных транспортных средств или категорий.

 access=private — владелец может устанавливать любые правила доступа как для всех, так и индивидуально.

 access=permissive — владелец устанавливает общие для всех правила доступа.

 access=destination — разрешён доступ только для обслуживания или проживающим/работающим в зоне ограничения.

 access=delivery — только для доставки грузов и товаров потребителям.

 access=agricultural — только для сельскохозяйственной техники.

 access=forestry — только для лесохозяйственной техники.

 access=unknown — ограничения неизвестны.  Значение по умолчанию для большинства объектов.

 access=no — доступ обозначенным транспортным средствам и категориям запрещён.",,
agricultural,yes / no,,"Запрет для сельскохозяйственной техники, например, для тракторов, комбайнов. Значения смотрите выше.",,
atv,For values see access above,,Запрет для колесных транспортных средств шириной 1.27m (50 дюймов) и меньше.,,
bdouble,For values see access above,,"Access permission for  Road Train B-double. A B-double (B-Train) consists of a prime mover towing a specialised trailer (known as a ""lead"" or ""A""-trailer) that has a fifth-wheel mounted on the rear towing another semi-trailer, resulting in two articulation points.",,
bicycle,For values see access above + dismount,,Запреты для велосипедов.,,
boat,For values see access above,,Запрет для лодок.,,
emergency,yes,,"Access permission for emergency motor vehicles; e.g., ambulance, fire truck, police car",,
foot,For values see access above,,Запреты для пешеходов.,,
forestry,yes / no,,"Access permission for forestry vehicles, e.g. tractors.",,
goods,For values see access above,,Запрет для коммерческого транспорта до 3.5 тонн.,,
hazmat,For values see access above,,"Запрет для транспорта, перевозящего опасный груз. Значения смотрите выше.",,
hgv,For values see access above,,Запрет для коммерческого транспорта свыше 3.5 тонн.,,
horse,For values see access above,,Запрет для гужевого транспорта.,,
inline_skates,yes / no,,Access permission for  Inline Skates,,
lhv,For values see access above,,"Запрет для фур. Например, для грузовых автомобилей с 6 осями и грузоподъёмностью 44 тонны.",,
mofa,For values see access above,,Access permission for  mofas,,
moped,For values see access above,,Access permission for  mopeds,,
motorboat,For values see access above,,Запрет для моторных лодок.,,
motorcar,For values see access above,,Запрет для автотранспорта.,,
motorcycle,For values see access above,,Запрет для мотоциклов.,,
motor_vehicle,For values see access above,,Запрет доступа для автомобилей и мотоциклов. Значения смотрите выше.,,
psv,For values see access above,,Запрет для маршрутного общественного транспорта.,,
roadtrain,For values see access above,,"Запрет для автопоездов. Автопоезд состоит из тягача, но вместо одного прицепа или полуприцепа, состоит из двух и более прицепов.",,
ski,For values see access above,,Access permission for  skiers,,
tank,For values see access above,,Access permission for (military) tanks,,
vehicle,For values see access above,,Разрешения доступа для всех видов транспорта. Значения смотрите выше.,,
4wd_only,yes,,Дорога предназначена только для полноприводных автомобилей (внедорожников).,,
charge,Number,,"Размер оплаты (за проезд, за стоянку и т.п.)",,
maxheight,Height,,Ограничение по высоте (в метрах).,,
maxlength,Length,,Ограничение по длине (в метрах).,,
maxspeed,Speed,,Ограничение максимальной скорости (в км/ч).,,
maxstay,Number,,"Максимальное время стоянки, в заданных единицах (hour/hours/day/days) - (час/часов/день/дней)",,
maxweight,Weight,,Ограничение по весу (в тоннах).,,
maxwidth,Width,,Ограничение по ширине (в метрах).,,
minspeed,Speed,,Ограничение минимальной скорости (в км/ч).,,
noexit,yes,,Тупик.,,
oneway,yes / no / -1,,"Одностороннее движение. (см. [[
Oneway|Пример использования]])",,
Relation:restriction,,,Used for a set of tags and members to represent a turn restriction.,,
toll,yes,,Платная дорога. Смотри также highway=toll_booth,,
traffic_sign,city_limit,,"Знак границы черты города, во многих странах подразумевает ограничение скорости в черте города до принятых местным законом норм.",,
name,Задаётся пользователем,,Общеупотребляемое наименование объекта (имя собственное)[1].,,
name:<lg>,Задаётся пользователем на указанном языке,,"Наименование объекта на различных языках.

 смотри также Bilingual_street_names",,
alt_name,Задаётся пользователем,,"применяется в случае существования альтернативного наименования (когда не подходит ни под один из нижеуказанных тегов name),  например: name=площадь Победы and alt_name=площадь Победы-Софийская.",,
alt_name:<lg>,Задаётся пользователем,,"Альтернативное наименование на другом языке, например: alt_name:fr=Londres. См.: Multilingual names",,
int_name,Задаётся пользователем,,"Международное наименование. Международное наименование не (обязательно) значит на английском языке. (Примечание: рассмотрите возможность использования наименования на различных языках, например name:en=... )",,
loc_name,Задаётся пользователем,,Местное наименование.,,
nat_name,Задаётся пользователем,,Национальное(государственное) наименование.,,
official_name,Задаётся пользователем,,Официальное наименование.,,
old_name,Задаётся пользователем,,Историческое или устаревшее наименование.,,
old_name:<lg>,Задаётся пользователем,,"Устаревшее наименование на другом языке, например: old_name:fr=Londres. См.: Multilingual names",,
reg_name,Задаётся пользователем,,Региональное наименование.,,
short_name,Задаётся пользователем,,"Аббревиатура названия. Полезно при поиске (например, Nominatim)",,
sorting_name,Задаётся пользователем,,"Название, используемое для организации правильной сортировки улиц",,
iata,User Defined,,IATA Международный код аэропорта ИАТА.,,
icao,User Defined,,ICAO Код аэропорта ИКАО.,,
int_ref,User Defined,,Международная классификация.,,
lcn_ref,User Defined,,,,
loc_ref,User Defined,,Местная классификация.,,
nat_ref,User Defined,,Государственная классификация.,,
ncn_ref,User Defined,,,,
old_ref,User Defined,,Историческая классификация.,,
rcn_ref,User Defined,,,,
ref,User Defined,,"Общеизвестная классификация объекта К примеру ref=""М5""",,
reg_ref,User Defined,,Региональная классификация.,,
source_ref,User Defined,,"Для записи URI, ссылки на источник (напр., Landsat) или других ссылок на физические источники.",,
place,country,,Страна. Использовать только для точек!  Для линий и полигонов использовать border_type=nation,,
place,state,,Область.,,
place,region,,Регион.,,
place,province,,"See boundary=administrative, admin_level=* varies; may not be used in all countries.",,
place,district,,"See boundary=administrative, admin_level=* varies; may not be used in all countries.",,
place,county,,"See boundary=administrative, admin_level=* varies; may not be used in all countries.",,
place,municipality,,"See boundary=administrative, admin_level=* varies; depending on the country a collection of arbitrary hamlets, villages and towns may form an administrative unit; sometimes members of a unit reform or join with another municipality as a result of political process.  Within a municipality individual settlements are a lot less connected than those within a city, where they have grown connected over time.",,
place,city,,"* большой город (формально, т.е. от 100 тысяч человек);

 административный центр субъекта Российской Федерации с населением от 40 тысяч жителей (town, если меньше).",,
place,borough,,"See boundary=administrative, depending on the country suburbs in larger cities are often grouped into administrative units called boroughs or city districts; using the value borough avoids name confusion in countries that declare districts within their states or counties.",,
place,suburb,,Район населённого пункта имеющий собственное название,,
place,quarter,,A named part of a bigger settlement where this part is smaller than a suburb and bigger than a neighbourhood. This does not have to be an administrative entity.The term quarter is sometimes used synonymously for neighbourhood.,,
place,neighbourhood,,Именованная часть населённого пункта без административных границ и имеющая размер менее чем район. Микрорайон.,,
place,city_block,,A named city block that is part of a place=city. See  City_block,,
place,town,,"* средний или малый город;

 административный центр муниципального района или городского округа, не подходящий под критерии city, с населением от 4000 человек (2000 для посёлков городского типа);

 достаточно большие (от 5000 человек) посёлок городского типа или административный центр городского поселения;

 сельский населённый пункт от 8 тысяч жителей.",,
place,village,,"Населённый пункт, не подходящий под критерии town, который также:

 посёлок городского типа;

 административный центр сельского поселения, волости, сельсовета с населением от 100 человек;

 посёлок сельского типа, деревня, село, станица или иной сельский населённый пункт размером от 50 дворов (300 жителей).",,
place,hamlet,,"Любой сельский населённый пункт размером от трёх домашних хозяйств, не подходящий под критерии village.",,
place,isolated_dwelling,,"Хутор. Имеет не больше двух домашних хозяйств (двух семей, живущих в разных домах).",,
place,farm,,Ферма (вне НП?),,
place,allotments,,"Dacha or cottage settlement, which is located outside  other inhabited locality. This value is used mainly in Russia and other countries of the former Soviet Union, where a lot of such unofficial settlements exist",,
place,continent,,"Континент: Азия, Африка, Северная Америка, Южная Америка, Антарктида, Европа, Австралия.(от большего к меньшему)",,
place,archipelago,,"Архипелаг — отношение, состоящее из нескольких островов и островков.",,
place,island,,Остров.,,
place,islet,,Островок (< 1 км²).,,
place,locality,,"Необитаемая местность, однако имеющая свое название.",,
place,User Defined,,All commonly used values according to Taginfo,,
population,Number,,"Число жителей в данном населённом пункте. Среди прочего, данное свойство может быть учтено при выборе уровня карты при показе объекта а также шрифта для его обозначения.",,
name,текст,,Для указания названия места.,,
place_numbers,Number,,Номер местоположения.,,
postal_code,Text,,Почтовый индекс.,,
reference_point,yes,,"Ориентиры с названиями, используемые для индентификации мест (используются в некоторых странах).",,
is_in,Text,,"Устаревший тегПоказывает принадлежность. К примеру:  highway=primary,  name=Московское шоссе,  is_in=Самара,Самарская область,Россия",,
addr:housenumber,Задаётся пользователем,,"Номер дома (может состоять не только из цифр). Корпус и строение дома следует указывать в формате ""48А к2 с1"" - дом номер 48А, корпус 2, строение 1. Если номер дома написан через дробь, то так и пишите: например, ""2/10"" (также см. про угловые дома).В случаях, когда несколько соседних участков были объединены, адрес здания, построенного на объединенном участке, следует указывать через знак ""дефис-минус"" (-, U+002D), например ""17-23"". Является обязательным элементом адреса (за исключением случаев, когда вместо него используется addr:housename=*).",,
addr:housename,Задаётся пользователем,,"В некоторых странах (например, в Соединённом Королевстве) вместо номеров домов иногда используются имена.",,
addr:street,Задаётся пользователем,,"Основное название объекта, по которому ведётся соответствующая нумерация (например, название улицы). В случае улицы поблизости должна находиться линия с тегом highway=* и тегом name=* со значением, совпадающим с addr:street=* у здания. Является обязательным параметром.",,
addr:place,Задаётся пользователем,,"Название объекта, по которому ведётся нумерация в том случае, если номер дома относится не к улице",,
addr:postcode,Задаётся пользователем,,Почтовый индекс.,,
addr:flats,user defined,,Marking numbers of flats behind door.,,
addr:city,Задаётся пользователем,,"Наименование населенного пункта, указываемого в почтовом адресе.",,
addr:country,Задаётся пользователем,,"Двух-буквенный код страны по стандарту ISO 3166-1 alpha-2 заглавными буквами. Это необходимо, так как почтовый индекс уникален только в пределах страны. Например, код России - ""RU"", код Беларуси - ""BY"".",,
addr:full,Задаётся пользователем,,"Используйте этот тег для ввода полного, обычно состоящего из нескольких строк адреса, если обнаружите, что с помощью полей для ввода структурированного адреса невозможно обозначить какое-то конкретное расположение. Например: ""Пятый дом налево от деревенского дуба, Иваново"".",,
addr:hamlet,Задаётся пользователем,,"Деревня или другое малое сельское поселение, в котором располагается объект.",,
addr:suburb,Задаётся пользователем,,"Если в населенном пункте имеется несколько одноименных улиц, указывается уточнение (район, пригород и т.п.) на улице и соответствующих ей домах",,
addr:subdistrict,Задаётся пользователем,,"Подрайон или составная часть района, в котором располагается объект",,
addr:district,Задаётся пользователем,,"Район, в котором располагается объект",,
addr:province,Задаётся пользователем,,"Область, край, республика или другая равнозначная административная единица, в которой располагается объект. Также в этом же значении в России используется addr:region, даже больше чем addr:province.",,
addr:state,user defined,,"The state of the object. For the US, uppercase two-letter postal abbreviations (AK, CA, HI, NY, TX, WY, etc.) are used.",,
addr:interpolation,all/even/odd/ alphabetic,,"Как интерполировать номера домов, принадлежащих одной улице и лежащих вдоль соответствующей линии. Смотрите подробное описание.",,
addr:interpolation,Число,,"Каждый n-ный дом, находящийся между конечными точками и принадлежащий интерполируемой линии",,
addr:inclusion,actual/estimate/potential,,Дополнительный тег обозначает уровень точности обследования при интерполяции адресов. Смотрите подробное описание.,,
information,office,,"Офис, где вы можете получить информацию о городе или регионе.",,
information,terminal,,Информационная стойка позволяет получить доступ к информации с помощью цифровых технологий. Часто эта стойка бывает подключена к интернет.,,
information,audioguide,,"Место, где вы можете получить информацию ч помощью плеера с наушниками ли через мобильный телефон.

 Этот тег может использоваться совместно с fee=* и ref=*.

 Если вы хотите сообщить о наличии аудиосервиса, работающего через мобильный телефон, укажите его телефонный номер в теге phone=*.",,
information,guidepost,,Указатели часто расположены на пешеходных и вело маршрутах. Они указывают направление на ключевые пункты этих маршрутов. Смотрите также Proposed features/Guidepost.,,
information,map,,"Щит с картой местности. Чтобы указать тип карты или другие подробности, используйте к теги map_type=* и map_size=*. Чтобы описать доступ к указанным маршрутам, используйте ключи hiking=yes, bicycle=yes или ski=yes.",,
information,tactile_map,,"Тактильные карты, предназначенные для слабовидящих. Другое название ""Осязательные карты""",,
information,tactile_model,,"Тактильные модели, предназначенные для слабовидящих. Объёмные модели зданий и окрестностей для слепых.",,
information,board,,"Щит с информацией. Чтобы дать его более точное описание, используйте тег board_type=*.",,
information,route_marker,,Маркер маршрута на прикреплённой табличке или нанесенный краской.,,
information,user defined,,All commonly used values according to Taginfo,,
attribution,Задаётся пользователем,,"Если требуется, можно сослаться на картографа - создателя объекта.",,
comment,Задаётся пользователем,,"Комментарий. Обычно описание пакета правок, поясняющее его для других картографов. См. note=* для точек, линий и отношений.",,
description,Задаётся пользователем,,"Текстовый комментарий, который будет виден при просмотре карты (возможно, с помощью системы поиска или карты со всплывающими подсказками).",,
email,Задаётся пользователем,,"Адрес электронной почты, связанный с объектом.",,
fax,Задаётся пользователем,,"Номер факса, связанный с объектом.",,
fixme,Задаётся пользователем,,"Заметка для себя или для других картографов, описывающая возможные ошибки, замеченные на карте.",,
image,URL,,"Ссылка на изображение, которое помогло при создании объекта (Используйте тег source_ref=* описанный тут, если хотите, чтобы изображение являлось рабочей ссылкой).",,
note,Задаётся пользователем,,Заметка себе или кому-нибудь. На этой карте заметки видны.,,
